txn_id,member_id,ts,amount,channel,product,counterparty,geo,narrative,branch,device_id
T100012811,M100539,2025-08-15 20:54:10,270614.0,TELLER,FIXED,Buchanan Inc,KE-MSA,Happen visit over.,Nairobi HQ,dev-PyxBlX
T100012812,M100539,2025-04-19 09:35:33,192239.0,AGENT,CURRENT,Harper-Pierce,KE-KSM,Receive instead he individual product.,Mombasa,dev-gUzSeIO
T100012813,M100539,2025-07-18 04:48:34,504976.0,TELLER,SAVINGS,"Johnson, Vang and Armstrong",KE-KSM,Edge ask economy cause their media.,Nairobi HQ,dev-ahSTmW
T100012814,M100540,2025-02-16 06:49:17,39430.0,MOBILE,FIXED,Craig-Golden,KE-KSM,Project you real letter event large.,Nairobi HQ,dev-YCsBqI
T100012815,M100540,2025-09-03 02:51:06,28456.0,CARD,CURRENT,Ayala PLC,KE-NRB,From buy paper job sure.,Eldoret,dev-qLjtAT
T100012816,M100540,2025-06-03 06:37:17,-75663.0,MOBILE,SAVINGS,Murray-Arnold,KE-MSA,Down add pay.,Kisumu,dev-daKhuiE
T100012817,M100540,2025-10-26 14:31:27,-117621.0,CASH,MOBILE,Brown and Sons,KE-NYR,Kitchen edge authority business reveal agency.,Nyeri,dev-yqMYcEeS
T100012818,M100540,2025-04-21 06:01:05,282881.0,TELLER,SAVINGS,Jensen Ltd,KE-THK,Yeah project them police.,Mombasa,dev-TRAGUQ
T100012819,M100540,2025-09-22 05:04:33,542090.0,MOBILE,CURRENT,Calhoun PLC,KE-NRB,Deep land offer.,Thika,dev-UsestLy
T100012820,M100540,2025-08-02 13:53:10,232818.0,CARD,LOAN,Johnson-Moran,KE-KSM,Wonder turn as act information.,Mombasa,dev-yJgrRDh
T100012821,M100540,2025-07-09 11:58:43,-402905.0,CASH,FIXED,"Bush, Harvey and Riggs",KE-NYR,overnight activity,Thika,dev-ofYQIwO
T100012822,M100540,2025-07-12 14:22:18,376202.0,AGENT,CURRENT,Martin Inc,KE-EDL,Continue this interesting culture challenge simply.,Nakuru,dev-yEMVms
T100012823,M100540,2025-03-01 22:58:24,-564780.0,MOBILE,FIXED,Mcdaniel Ltd,KE-MSA,This catch tree.,Nairobi HQ,dev-ygAyQixN
T100012824,M100540,2025-08-10 07:41:38,74507.0,MOBILE,CURRENT,Duffy-Johnson,KE-NKR,Ask decade president bring can even.,Nyeri,dev-OaENyEL
T100012825,M100540,2025-09-28 10:44:14,937676.0,TELLER,SAVINGS,Hoover-Gardner,KE-EDL,Cost beautiful window.,Mombasa,dev-hgSsuWu
T100012826,M100540,2025-05-05 08:24:04,101397.0,AGENT,CURRENT,"Sanders, Shea and Singleton",KE-THK,Medical election answer everyone.,Eldoret,dev-oOJrkidM
T100012827,M100540,2025-03-29 20:53:36,-428212.0,CASH,CURRENT,"Martin, Mitchell and Carter",KE-EDL,Everyone year should choice meeting.,Eldoret,dev-hvjEAiRL
T100012828,M100540,2025-07-26 10:16:54,375744.0,AGENT,MOBILE,King-Chen,KE-NKR,Next free check.,Mombasa,dev-yERYrWtu
T100012829,M100540,2025-04-19 10:01:51,325031.0,AGENT,LOAN,"Blackburn, Chandler and Johnson",KE-MSA,Discuss action only.,Nakuru,dev-vhiMFkSj
T100012830,M100540,2025-02-07 17:29:58,-489902.0,CARD,LOAN,"Peterson, Mcguire and Melton",KE-NYR,Energy significant glass dream.,Thika,dev-TvcttKl
T100012831,M100540,2025-08-06 14:44:55,323727.0,TELLER,FIXED,Campbell PLC,KE-NYR,Significant environmental here left article group.,Nairobi HQ,dev-MLimjAH
T100012832,M100540,2025-06-04 11:56:41,318643.0,AGENT,LOAN,Santana Inc,KE-EDL,Mention authority around do.,Nakuru,dev-aXGmEhJ
T100012833,M100540,2025-06-13 20:10:39,196815.0,CARD,CURRENT,Rice Group,KE-EDL,Response dinner ago administration policy they.,Kisumu,dev-rgwLCoQ
T100012834,M100540,2025-10-03 09:02:06,64465.0,CARD,CURRENT,Delgado and Sons,KE-NYR,According interesting they heart.,Nairobi HQ,dev-yRprgQ
T100012835,M100540,2025-02-27 00:39:28,261281.0,MOBILE,SAVINGS,"Miranda, Finley and Harris",KE-MSA,Soldier federal space south.,Eldoret,dev-ozznjhmE
T100012836,M100540,2025-02-04 00:37:18,139208.0,AGENT,MOBILE,West-Thomas,KE-NKR,Live trip green strong.,Mombasa,dev-eRVkWjD
T100012837,M100540,2025-05-06 23:24:07,-334959.0,TELLER,LOAN,Christian LLC,KE-EDL,overnight activity,Thika,dev-kiXstOAE
T100012838,M100541,2025-08-24 20:34:02,61323.0,MOBILE,FIXED,Beard-Parker,KE-KSM,Short store baby close.,Nairobi HQ,dev-Tdqorm
T100012839,M100541,2025-09-03 14:24:50,417709.0,CARD,LOAN,"Wong, Case and Graham",KE-EDL,East why bar third.,Thika,dev-HIrvIuGN
T100012840,M100541,2025-02-21 23:31:23,282654.0,AGENT,LOAN,Russell-May,KE-EDL,Weight happy identify three pass about feel.,Kisumu,dev-QQgXqSg
T100012841,M100541,2025-02-11 04:09:15,-156715.0,TELLER,SAVINGS,"Hall, Bennett and Jennings",KE-NYR,Arrive almost manager worker back.,Eldoret,dev-JCUIGWeg
T100012842,M100541,2025-02-17 02:21:02,334047.0,MOBILE,MOBILE,Holmes-Cruz,KE-EDL,Idea ten safe.,Nakuru,dev-CpoFDvh
T100012843,M100541,2025-07-01 05:21:10,290439.0,MOBILE,FIXED,Lowe Ltd,KE-NKR,So everyone sell sign kid.,Kisumu,dev-VrQQDez
T100012844,M100541,2025-09-13 14:14:23,421466.0,CARD,MOBILE,Walker-Adams,KE-THK,Should see discuss important.,Mombasa,dev-OmSZpt
T100012845,M100541,2025-06-25 19:28:00,368602.0,TELLER,SAVINGS,Galloway-Freeman,KE-NYR,Will agent its story represent institution.,Kisumu,dev-MJUdtT
T100012846,M100541,2025-04-16 11:12:14,-130682.0,CARD,MOBILE,"Greer, Hughes and Ellis",KE-EDL,Boy term real through.,Kisumu,dev-uJkdlm
T100012847,M100541,2025-06-05 16:33:09,382369.0,AGENT,MOBILE,Rowe-Miller,KE-KSM,Situation picture appear bank.,Nakuru,dev-OpIiwWPI
T100012848,M100541,2025-02-28 16:30:49,-219663.0,AGENT,SAVINGS,Mason Inc,KE-EDL,Whose meeting involve.,Kisumu,dev-LkjDDh
T100012849,M100541,2025-08-07 18:02:55,130884.0,TELLER,MOBILE,"Garcia, Hoffman and Johnson",KE-NKR,Market natural condition.,Nyeri,dev-pOuFhE
T100012850,M100541,2025-02-05 03:51:11,-522677.0,CASH,CURRENT,"Martinez, Hughes and Wallace",KE-NYR,Nearly suggest myself notice.,Thika,dev-lVOlMEs
T100012851,M100541,2025-02-09 20:24:56,-74493.0,CASH,CURRENT,Hopkins-Zavala,KE-THK,Pm dog teach situation design.,Nairobi HQ,dev-iIIkVMFd
T100012852,M100541,2025-10-25 17:14:38,251336.0,CARD,CURRENT,Hobbs-Johnson,KE-NRB,Happy current tell general.,Nakuru,dev-YdqENb
T100012853,M100541,2025-04-10 22:11:01,-99587.0,CARD,CURRENT,"Faulkner, Delgado and Ruiz",KE-EDL,Factor evening sound alone alone.,Nyeri,dev-UnHtNl
T100012854,M100541,2025-09-22 05:41:14,-225179.0,CARD,MOBILE,"Gonzalez, Garza and Griffin",KE-MSA,Find assume letter stop clear church.,Nairobi HQ,dev-eQrDlnV
T100012855,M100541,2025-02-03 15:26:37,575491.0,TELLER,LOAN,Walsh-Crawford,KE-NYR,Data save decade when.,Nairobi HQ,dev-UCjqTkiz
T100012856,M100541,2025-06-12 19:01:36,-275271.0,MOBILE,SAVINGS,Valenzuela PLC,KE-MSA,End skill baby process wall.,Nyeri,dev-QgWKwke
T100012857,M100541,2025-09-12 19:29:54,-201468.0,CASH,MOBILE,Durham LLC,KE-NKR,Director these where.,Kisumu,dev-WswjKNXW
T100012858,M100541,2025-02-21 14:30:47,155743.0,MOBILE,FIXED,Burns Inc,KE-EDL,Important walk father sound course accept.,Kisumu,dev-cbEVhZv
T100012859,M100541,2025-09-07 18:49:34,-731475.0,TELLER,SAVINGS,Peterson and Sons,KE-NKR,Different gun admit treatment north.,Nairobi HQ,dev-pVMVtmxX
T100012860,M100541,2025-04-28 13:40:47,-122244.0,TELLER,MOBILE,Bradford-Cooper,KE-MSA,Beyond read pay represent energy.,Mombasa,dev-RzdZmw
T100012861,M100541,2025-02-07 03:36:29,-96689.0,CARD,LOAN,"Rojas, Mendoza and Nelson",KE-NKR,So southern even husband nothing training.,Nairobi HQ,dev-lAeIxE
T100012862,M100541,2025-09-09 23:30:38,282461.0,AGENT,SAVINGS,Harrison-Delgado,KE-THK,Once spring hundred tree year.,Eldoret,dev-lAODXpdf
T100012863,M100541,2025-10-12 21:18:23,-1276246.0,MOBILE,SAVINGS,Wilson-Roberson,KE-EDL,Western reality age positive but ask.,Kisumu,dev-aAzVbST
T100012864,M100542,2025-08-04 03:25:59,70703.0,TELLER,SAVINGS,Smith-Sanchez,KE-THK,Out customer sound who art.,Eldoret,dev-vldKYlWa
T100012865,M100542,2025-10-17 20:35:05,119016.0,MOBILE,SAVINGS,Mclean-Wong,KE-MSA,Woman seven friend live.,Nakuru,dev-EyKuxUyh
T100012866,M100542,2025-03-26 14:50:08,611568.0,CARD,MOBILE,Vega-Diaz,KE-MSA,Suggest game suffer.,Nyeri,dev-USMKwi
T100012867,M100542,2025-05-26 11:21:47,-748231.0,CARD,SAVINGS,Lowe Group,KE-NYR,Democrat TV each product eat magazine.,Nyeri,dev-MJYQnvyw
T100012868,M100542,2025-10-16 17:37:22,499938.0,MOBILE,CURRENT,King and Sons,KE-NKR,Deal east surface change reduce rest.,Thika,dev-EqtmFsR
T100012869,M100542,2025-05-29 19:25:26,108263.0,CARD,LOAN,"Sparks, Williams and Jimenez",KE-MSA,Source send rule.,Nairobi HQ,dev-hNVpNsr
T100012870,M100542,2025-07-25 15:53:06,-200963.0,AGENT,FIXED,"Drake, Long and Mcdaniel",KE-NRB,Follow tough national program.,Mombasa,dev-gMBDLYHw
T100012871,M100542,2025-05-25 03:02:23,518173.0,AGENT,FIXED,Allison-Wolfe,KE-EDL,Analysis any store somebody rich over.,Eldoret,dev-dBPfnl
T100012872,M100542,2025-09-28 10:08:19,82442.0,MOBILE,LOAN,Torres-Thompson,KE-THK,Box catch billion method.,Nyeri,dev-RKTeAuxz
T100012873,M100542,2025-09-29 01:40:15,-65251.0,MOBILE,MOBILE,Yang-Mills,KE-THK,Establish pay for.,Nakuru,dev-jmKoeiWU
T100012874,M100542,2025-05-13 05:19:44,255556.0,MOBILE,SAVINGS,Butler Ltd,KE-KSM,Republican up back family.,Mombasa,dev-tsNtuAp
T100012875,M100542,2025-02-15 09:40:24,-416964.0,CASH,FIXED,Smith-Waters,KE-NYR,Company so face morning.,Nairobi HQ,dev-xvSUxzf
T100012876,M100542,2025-06-02 11:15:17,-108173.0,MOBILE,MOBILE,Ward Ltd,KE-MSA,Pattern himself really minute.,Mombasa,dev-bvWJid
T100012877,M100542,2025-05-20 13:36:43,88933.0,CARD,LOAN,Lopez-Gregory,KE-EDL,Happy recognize difference.,Mombasa,dev-OZysGAQ
T100012878,M100542,2025-06-23 09:29:22,497995.0,CARD,FIXED,Diaz Inc,KE-THK,Style consumer save husband beat.,Eldoret,dev-QlLMluqH
T100012879,M100542,2025-05-12 10:53:17,148273.0,CARD,CURRENT,Robertson LLC,KE-MSA,Often less doctor night attack marriage.,Nyeri,dev-hPlsUp
T100012880,M100542,2025-07-02 18:41:33,93525.0,CASH,LOAN,Preston Ltd,KE-NKR,Total deep over history month.,Kisumu,dev-sLgSrQ
T100012881,M100542,2025-02-02 22:45:20,-351303.0,CASH,SAVINGS,Stark-Roberts,KE-NYR,Point too key unit.,Kisumu,dev-ONwtZZef
T100012882,M100542,2025-06-23 23:52:37,-176827.0,TELLER,LOAN,Bender-Anderson,KE-NYR,Statement minute during I car.,Mombasa,dev-VahGND
T100012883,M100542,2025-06-18 09:17:24,302869.0,CASH,FIXED,May-Smith,KE-EDL,Style quality possible social country.,Kisumu,dev-yjhARIm
T100012884,M100542,2025-05-04 04:55:58,240345.0,CASH,MOBILE,"Price, Raymond and Peters",KE-NYR,Surface page pull question over suddenly.,Thika,dev-ZwjrWfq
T100012885,M100542,2025-03-25 19:04:35,169112.0,CARD,FIXED,Rodgers-Cohen,KE-NKR,Person seat far person.,Nakuru,dev-zGyxGqP
T100012886,M100542,2025-09-02 17:55:32,192187.0,CASH,LOAN,Perez-Fowler,KE-NKR,Recent research kid.,Nairobi HQ,dev-lRIQvi
T100012887,M100542,2025-01-27 15:51:08,-223774.0,TELLER,MOBILE,"Armstrong, Roth and Watson",KE-THK,Budget myself let crime.,Nakuru,dev-eKBweZkV
T100012888,M100542,2025-07-02 12:31:53,-52844.0,CASH,MOBILE,Roberts LLC,KE-NRB,overnight activity,Nakuru,dev-RpbsZRzt
T100012889,M100542,2025-08-27 20:37:51,552662.0,AGENT,LOAN,Mason-Levy,KE-NRB,Up follow many.,Nyeri,dev-DXcOPm
T100012890,M100543,2025-05-13 14:12:30,74879.0,TELLER,MOBILE,Waller-Lee,KE-KSM,Production hotel call ability subject piece sell.,Nakuru,dev-bedvlo
T100012891,M100543,2025-09-27 01:49:49,374609.0,TELLER,FIXED,Ross PLC,KE-MSA,Also financial husband.,Nyeri,dev-ZdYcVyp
T100012892,M100543,2025-10-21 17:52:24,-310833.0,CASH,FIXED,Simmons Ltd,KE-THK,Dinner professional sure far which.,Nyeri,dev-bHlIzi
T100012893,M100543,2025-03-05 08:24:28,657777.0,AGENT,CURRENT,"Lang, Barrett and Bryant",KE-MSA,Perform pull result however remember.,Kisumu,dev-AEQsipn
T100012894,M100543,2025-07-14 11:31:20,44077.0,TELLER,SAVINGS,Chandler-Lopez,KE-MSA,Art rich name effect will pick.,Thika,dev-Opaysx
T100012895,M100543,2025-06-04 17:33:41,-118706.0,CASH,LOAN,Lewis Group,KE-THK,Ball study truth.,Mombasa,dev-gHnQFClX
T100012896,M100543,2025-09-23 04:32:27,-52664.0,TELLER,LOAN,Bryant PLC,KE-EDL,Bed glass maybe better.,Nairobi HQ,dev-XLUBWR
T100012897,M100543,2025-03-28 02:13:05,-232851.0,CARD,LOAN,Anderson and Sons,KE-THK,Report south cell.,Nyeri,dev-zwtuCUt
T100012898,M100543,2025-07-16 12:58:35,135671.0,TELLER,LOAN,Blair-Hickman,KE-EDL,Want although during.,Nyeri,dev-WhBMlV
T100012899,M100543,2025-05-21 15:27:31,630848.0,MOBILE,FIXED,French LLC,KE-NRB,Benefit number avoid pattern fund.,Thika,dev-HLMFwIRH
T100012900,M100543,2025-02-19 12:58:53,289858.0,CASH,SAVINGS,Santana-Baker,KE-NKR,Always expert skin shake teach.,Thika,dev-czXwipU
T100012901,M100543,2025-05-25 12:51:31,795223.0,CASH,CURRENT,Houston-Smith,KE-EDL,Voice leg middle.,Nairobi HQ,dev-iKDnbG
T100012902,M100543,2025-09-20 15:30:38,177500.0,AGENT,FIXED,"Perkins, Jacobs and Watson",KE-KSM,Benefit more strategy board produce.,Eldoret,dev-FFNCpgds
T100012903,M100543,2025-04-26 22:46:51,97897.0,MOBILE,FIXED,Brown-Lewis,KE-NRB,Develop style foot since.,Nairobi HQ,dev-kNppNvv
T100012904,M100543,2025-01-30 17:53:46,377592.0,MOBILE,CURRENT,Wilson PLC,KE-THK,Would player window focus consumer.,Eldoret,dev-eWsLzMO
T100012905,M100543,2025-04-12 05:28:47,398435.0,TELLER,LOAN,Herrera LLC,KE-KSM,Different system only.,Nyeri,dev-BFrjRlIE
T100012906,M100543,2025-06-01 05:39:30,67426.0,CARD,SAVINGS,Smith-Harrison,KE-NYR,Unit make dog pull.,Thika,dev-DimtgDw
T100012907,M100543,2025-04-08 06:57:52,298853.0,AGENT,SAVINGS,"Hardin, Bradley and Riley",KE-NKR,Paper bed run on fly.,Nyeri,dev-WmnXrY
T100012908,M100543,2025-05-12 05:11:05,390006.0,TELLER,CURRENT,"Graham, Freeman and Singh",KE-MSA,Race administration building option thought very.,Eldoret,dev-xsXuKUGJ
T100012909,M100543,2025-02-09 23:35:30,-811789.0,CARD,MOBILE,Bishop PLC,KE-NYR,Worker whether many five loss practice.,Mombasa,dev-qDIsdv
T100012910,M100543,2025-04-14 15:25:15,52045.0,CASH,SAVINGS,Brown LLC,KE-THK,Your treat throughout senior.,Nairobi HQ,dev-rapWDc
T100012911,M100543,2025-07-27 06:04:22,-232293.0,CASH,SAVINGS,Washington PLC,KE-EDL,Which second age.,Nakuru,dev-TafQxFUQ
T100012912,M100543,2025-09-30 07:16:05,-232065.0,CARD,SAVINGS,Hanson Group,KE-NKR,Board or activity.,Eldoret,dev-gdTjGkl
T100012913,M100543,2025-02-15 05:09:03,176159.0,MOBILE,FIXED,Snyder-Harrison,KE-EDL,Beautiful wear nation election game remember.,Kisumu,dev-AqqukGRQ
T100012914,M100544,2025-03-11 03:48:31,-352198.0,CARD,CURRENT,"Phelps, Thompson and Ball",KE-THK,Direction else technology.,Kisumu,dev-xOiLopA
T100012915,M100544,2025-07-04 01:59:49,110228.0,AGENT,SAVINGS,Paul Group,KE-EDL,Front yeah general color last.,Nakuru,dev-XerglsLz
T100012916,M100544,2025-09-05 11:07:06,58455.0,TELLER,MOBILE,"Harris, Hall and Bates",KE-MSA,Away role just seem free future.,Nakuru,dev-gThLaV
T100012917,M100544,2025-09-22 21:31:42,243196.0,TELLER,MOBILE,"Castillo, Wright and Khan",KE-THK,Laugh possible walk relationship happy year contain.,Eldoret,dev-MiQckigt
T100012918,M100544,2025-09-16 13:16:49,58749.0,CARD,SAVINGS,Nunez PLC,KE-EDL,overnight activity,Nyeri,dev-XNOZYKQ
T100012919,M100544,2025-04-21 06:47:16,416482.0,CASH,MOBILE,"Salinas, Watts and Rhodes",KE-THK,Offer enter artist model.,Nakuru,dev-qXysmnxE
T100012920,M100544,2025-08-12 18:22:17,665174.0,MOBILE,CURRENT,Mitchell-Reilly,KE-NRB,Tell something simple whose two.,Thika,dev-tAvmHI
T100012921,M100544,2025-09-07 00:14:22,563578.0,TELLER,FIXED,Smith and Sons,KE-NRB,Sit detail dinner establish still mean.,Nakuru,dev-MLZfzJ
T100012922,M100544,2025-07-08 04:17:33,-124991.0,CASH,LOAN,Burke Inc,KE-NRB,Page reason result bit.,Eldoret,dev-oxsPpyhi
T100012923,M100544,2025-03-11 23:09:43,-529050.0,CASH,FIXED,Reynolds Ltd,KE-THK,Will material summer can capital thus.,Kisumu,dev-QnwiWot
T100012924,M100544,2025-10-25 12:49:09,-61634.0,AGENT,LOAN,"Skinner, Miller and Mathews",KE-NYR,On close check.,Nyeri,dev-dHNOZKd
T100012925,M100544,2025-03-03 18:56:16,128640.0,AGENT,LOAN,Stanley-Clark,KE-NKR,overnight activity,Nakuru,dev-OBSurWOI
T100012926,M100544,2025-02-08 08:13:45,-298018.0,AGENT,FIXED,Vaughn-Vaughan,KE-EDL,Stage service attorney result bill necessary.,Eldoret,dev-ifnPPA
T100012927,M100544,2025-09-10 01:18:51,156329.0,CARD,CURRENT,Morgan PLC,KE-NRB,Reveal state resource apply.,Thika,dev-MlodaPdQ
T100012928,M100544,2025-05-01 00:40:17,224128.0,CASH,CURRENT,Hanson PLC,KE-EDL,Hotel look each.,Thika,dev-hnlwOzUo
T100012929,M100544,2025-05-11 04:39:36,-256073.0,TELLER,LOAN,Stevens-Goodman,KE-NYR,Point white exist thousand.,Kisumu,dev-lKQUkET
T100012930,M100544,2025-02-01 16:00:05,171033.0,AGENT,CURRENT,White-Campbell,KE-THK,Rather talk travel.,Nyeri,dev-KbZdxCCZ
T100012931,M100544,2025-09-26 02:38:39,-230520.0,TELLER,CURRENT,"Arellano, Douglas and Jackson",KE-KSM,Feeling ok able fear dream.,Eldoret,dev-BIUyudL
T100012932,M100544,2025-07-06 19:25:55,60942.0,AGENT,MOBILE,Jones-Larson,KE-MSA,Inside school determine class risk.,Thika,dev-dqpBfEQ
T100012933,M100544,2025-10-08 05:07:54,-964607.0,MOBILE,SAVINGS,Wright Inc,KE-EDL,Republican become door would community.,Nyeri,dev-NbSRxGc
T100012934,M100544,2025-07-10 01:13:01,586377.0,MOBILE,FIXED,"Taylor, Mcintyre and Smith",KE-NYR,Those region heavy suggest standard firm.,Thika,dev-xaROUbGx
T100012935,M100544,2025-06-21 17:23:12,-51465.0,TELLER,SAVINGS,Herrera-Holland,KE-NRB,Situation score art performance value.,Eldoret,dev-UnAwCpYI
T100012936,M100544,2025-05-17 15:24:16,219567.0,CASH,SAVINGS,Stephens-Morris,KE-NKR,Spring send possible.,Eldoret,dev-VNRtCPnV
T100012937,M100544,2025-06-05 19:56:38,-456855.0,CASH,SAVINGS,Garza-Hernandez,KE-THK,On television democratic financial or.,Mombasa,dev-KlSGltbt
T100012938,M100544,2025-06-29 03:49:03,-99402.0,MOBILE,MOBILE,Flowers-Jones,KE-EDL,Article final teacher.,Kisumu,dev-zOEFjwr
T100012939,M100544,2025-05-14 23:26:51,-791542.0,CARD,SAVINGS,Aguirre LLC,KE-NYR,Them agree star.,Nyeri,dev-jfhNva
T100012940,M100544,2025-05-23 16:19:02,-470323.0,MOBILE,CURRENT,Melendez LLC,KE-KSM,Draw treatment section.,Mombasa,dev-BkHmOm
T100012941,M100544,2025-07-20 14:13:30,59160.0,TELLER,LOAN,"Francis, Wilson and Parks",KE-KSM,Star enjoy past.,Mombasa,dev-EbAXrgA
T100012942,M100545,2025-03-26 18:34:01,75827.0,TELLER,SAVINGS,Thomas-Nelson,KE-THK,Various make drop.,Nairobi HQ,dev-iWhQELaA
T100012943,M100545,2025-09-12 19:51:40,260091.0,TELLER,CURRENT,"Martinez, Henson and Garcia",KE-EDL,Inside half today continue.,Kisumu,dev-zXXxwrn
T100012944,M100545,2025-02-06 04:06:17,272217.0,MOBILE,CURRENT,"Ellis, Gomez and Carlson",KE-NRB,Manage manager save.,Nakuru,dev-ZDRGzrD
T100012945,M100545,2025-10-17 13:35:29,132071.0,MOBILE,CURRENT,Schwartz-Herrera,KE-KSM,Phone certainly toward future yes.,Nyeri,dev-fEFBxHQP
T100012946,M100545,2025-02-15 11:55:02,61763.0,CASH,SAVINGS,Johnson-Holt,KE-KSM,Owner manage history.,Nairobi HQ,dev-ymLBTd
T100012947,M100545,2025-07-30 18:59:13,-446415.0,TELLER,CURRENT,Perry Ltd,KE-NYR,Chance why suggest activity.,Nyeri,dev-NuzFEbEp
T100012948,M100545,2025-05-19 10:18:23,453319.0,CARD,FIXED,Brown-Cardenas,KE-THK,Write key ball number.,Kisumu,dev-fUhYMN
T100012949,M100545,2025-04-17 12:13:31,656554.0,TELLER,LOAN,"Sanders, Jacobson and Gray",KE-EDL,Force agency institution.,Kisumu,dev-DwOYkmc
T100012950,M100545,2025-03-26 20:28:35,161891.0,CASH,MOBILE,Oliver LLC,KE-EDL,Position government around.,Eldoret,dev-HscEJxZL
T100012951,M100545,2025-05-17 23:37:08,172649.0,MOBILE,CURRENT,"Jimenez, Watson and Castillo",KE-EDL,Son charge turn.,Nakuru,dev-dRIPtDI
T100012952,M100545,2025-01-31 07:11:29,314881.0,MOBILE,MOBILE,Johnson PLC,KE-MSA,Hair cell eat hospital need each.,Thika,dev-CbuiHwj
T100012953,M100545,2025-05-31 06:51:42,-97454.0,CASH,CURRENT,Glover-Savage,KE-KSM,Close special student fast live five account.,Mombasa,dev-djLdeS
T100012954,M100545,2025-06-14 21:56:16,220548.0,AGENT,LOAN,"Herrera, Keith and Allen",KE-NKR,Be establish guy medical.,Mombasa,dev-biuPzWk
T100012955,M100545,2025-10-21 06:50:35,-136218.0,TELLER,LOAN,Gonzalez-Nguyen,KE-NYR,Role huge when unit.,Eldoret,dev-KRgxqW
T100012956,M100545,2025-08-07 23:38:47,64440.0,MOBILE,LOAN,"Stevens, Carpenter and Robertson",KE-KSM,Choice process each above attorney commercial.,Nyeri,dev-haxmzqzI
T100012957,M100545,2025-04-15 04:47:49,85835.0,CARD,FIXED,Pierce-Mcgee,KE-NKR,Everyone every gun cup ago else.,Nairobi HQ,dev-UGPIQHXG
T100012958,M100546,2025-04-02 08:16:12,130664.0,CASH,CURRENT,Lozano-Carlson,KE-NRB,Part tonight exist recently former claim.,Thika,dev-gjwwoP
T100012959,M100546,2025-08-03 15:52:07,140313.0,AGENT,CURRENT,"Lewis, Martinez and Francis",KE-EDL,Onto dream produce.,Mombasa,dev-SlwFucd
T100012960,M100546,2025-07-25 18:40:23,596220.0,CASH,FIXED,Aguilar-Dickson,KE-NRB,Across across him night.,Eldoret,dev-dIKSXQ
T100012961,M100546,2025-10-20 23:45:42,-261173.0,MOBILE,CURRENT,"Warren, Reed and Nichols",KE-EDL,overnight activity,Nyeri,dev-vcbHKh
T100012962,M100546,2025-03-16 04:28:01,54131.0,TELLER,MOBILE,Johnston and Sons,KE-THK,Step everything provide process view go.,Eldoret,dev-jNCBIoI
T100012963,M100546,2025-03-24 19:53:37,117480.0,CASH,CURRENT,Nelson-Chen,KE-EDL,Start consider important buy must cold.,Nyeri,dev-jxKmwWU
T100012964,M100546,2025-06-15 04:44:25,-391376.0,CASH,MOBILE,"Newton, Lawson and Davis",KE-NKR,Spend school our animal continue.,Nyeri,dev-zNjkoHT
T100012965,M100546,2025-02-11 09:24:10,206181.0,TELLER,CURRENT,Mccoy Ltd,KE-EDL,View single hear large also.,Nairobi HQ,dev-lrlHxyM
T100012966,M100546,2025-09-11 07:14:58,76941.0,CARD,MOBILE,"Alexander, Obrien and Greene",KE-NKR,Plant available left woman night theory.,Nairobi HQ,dev-YJWyCnWu
T100012967,M100546,2025-08-17 09:35:10,77095.0,AGENT,SAVINGS,"Lawson, Delgado and Wyatt",KE-KSM,Reveal rich idea above recognize.,Eldoret,dev-vedWBrwI
T100012968,M100546,2025-06-04 16:32:16,170536.0,MOBILE,SAVINGS,"Solis, Jacobs and Meyer",KE-NRB,Woman week sign news guy.,Nairobi HQ,dev-wIMUzfVu
T100012969,M100546,2025-05-04 12:58:45,-103953.0,MOBILE,LOAN,Sanford-Hill,KE-THK,Compare decide thought one.,Nyeri,dev-WAcgcfd
T100012970,M100546,2025-08-27 13:59:06,-274074.0,CARD,MOBILE,Rodriguez-Jenkins,KE-NYR,Them high gun.,Thika,dev-nnNpkP
T100012971,M100546,2025-06-10 10:57:14,-530476.0,CARD,LOAN,Jones-Wheeler,KE-EDL,On election blue.,Kisumu,dev-EtRjLV
T100012972,M100546,2025-05-27 00:04:01,326034.0,MOBILE,FIXED,"Werner, Erickson and Barrera",KE-THK,Environment peace allow admit.,Nairobi HQ,dev-fpIvNf
T100012973,M100546,2025-06-16 02:36:26,-451300.0,TELLER,CURRENT,"Huff, Woodard and Woodard",KE-EDL,Trial vote fish argue likely add.,Thika,dev-AvKZCYHk
T100012974,M100546,2025-04-27 21:52:51,189085.0,MOBILE,LOAN,Scott-King,KE-KSM,Political different quickly quite travel often.,Nakuru,dev-BfhMTG
